Date,Adj Close,Close,High,Low,Open,Volume
2021-02-11 00:00:00+00:00,47909.33203,47909.33203,48463.46875,44187.76172,44898.71094,81388911810
2021-02-12 00:00:00+00:00,47504.85156,47504.85156,48745.73438,46424.97656,47877.03516,76555041196
2021-02-13 00:00:00+00:00,47105.51563,47105.51563,48047.74609,46392.28125,47491.20313,70250456155
2021-02-14 00:00:00+00:00,48717.28906,48717.28906,49487.64063,47114.50781,47114.50781,71248675228
2021-02-15 00:00:00+00:00,47945.05859,47945.05859,48875.57031,46347.47656,48696.53516,77069903166
2021-02-16 00:00:00+00:00,49199.87109,49199.87109,50341.10156,47201.30469,47944.45703,77049582886
2021-02-17 00:00:00+00:00,52149.00781,52149.00781,52533.91406,49072.37891,49207.27734,80820545404
2021-02-18 00:00:00+00:00,51679.79688,51679.79688,52474.10547,51015.76563,52140.97266,52054723579
2021-02-19 00:00:00+00:00,55888.13281,55888.13281,56113.65234,50937.27734,51675.98047,63495496918
2021-02-20 00:00:00+00:00,56099.51953,56099.51953,57505.22656,54626.55859,55887.33594,68145460026
2021-02-21 00:00:00+00:00,57539.94531,57539.94531,58330.57031,55672.60938,56068.56641,51897585191
2021-02-22 00:00:00+00:00,54207.32031,54207.32031,57533.39063,48967.56641,57532.73828,92052420332
2021-02-23 00:00:00+00:00,48824.42578,48824.42578,54204.92969,45290.58984,54204.92969,1.06102E+11
2021-02-24 00:00:00+00:00,49705.33203,49705.33203,51290.13672,47213.5,48835.08594,63695521388
2021-02-25 00:00:00+00:00,47093.85156,47093.85156,51948.96875,47093.85156,49709.08203,54506565949
2021-02-26 00:00:00+00:00,46339.76172,46339.76172,48370.78516,44454.84375,47180.46484,3.50968E+11
2021-02-27 00:00:00+00:00,46188.45313,46188.45313,48253.26953,45269.02734,46344.77344,45910946382
2021-02-28 00:00:00+00:00,45137.76953,45137.76953,46716.42969,43241.61719,46194.01563,53443887451
2021-03-01 00:00:00+00:00,49631.24219,49631.24219,49784.01563,45115.09375,45159.50391,53891300112
2021-03-02 00:00:00+00:00,48378.98828,48378.98828,50127.51172,47228.84375,49612.10547,47530897720
2021-03-03 00:00:00+00:00,50538.24219,50538.24219,52535.13672,48274.32031,48415.81641,53220811975
2021-03-04 00:00:00+00:00,48561.16797,48561.16797,51735.08984,47656.92969,50522.30469,52343816680
2021-03-05 00:00:00+00:00,48927.30469,48927.30469,49396.42969,46542.51563,48527.03125,48625928883
2021-03-06 00:00:00+00:00,48912.38281,48912.38281,49147.21875,47257.52734,48899.23047,34363564661
2021-03-07 00:00:00+00:00,51206.69141,51206.69141,51384.36719,48918.67969,48918.67969,43137459378
2021-03-08 00:00:00+00:00,52246.52344,52246.52344,52314.07031,49506.05469,51174.11719,48597428048
2021-03-09 00:00:00+00:00,54824.11719,54824.11719,54824.11719,51981.83203,52272.96875,50912227385
2021-03-10 00:00:00+00:00,56008.55078,56008.55078,57258.25391,53290.89063,54824.01172,57295577614
2021-03-11 00:00:00+00:00,57805.12109,57805.12109,58091.0625,54484.59375,55963.17969,56772343595
2021-03-12 00:00:00+00:00,57332.08984,57332.08984,57996.62109,55376.64844,57821.21875,55689944702
2021-03-13 00:00:00+00:00,61243.08594,61243.08594,61683.86328,56217.97266,57343.37109,60669829814
2021-03-14 00:00:00+00:00,59302.31641,59302.31641,61597.91797,59302.31641,61221.13281,43901225564
2021-03-15 00:00:00+00:00,55907.19922,55907.19922,60540.99219,55393.16406,59267.42969,66419369890
2021-03-16 00:00:00+00:00,56804.90234,56804.90234,56833.17969,53555.02734,55840.78516,59749798599
2021-03-17 00:00:00+00:00,58870.89453,58870.89453,58969.81641,54528.62891,56825.82813,60258313191
2021-03-18 00:00:00+00:00,57858.92188,57858.92188,60116.25,54253.57813,58893.07813,55746041000
2021-03-19 00:00:00+00:00,58346.65234,58346.65234,59498.375,56643.70313,57850.44141,49063873786
2021-03-20 00:00:00+00:00,58313.64453,58313.64453,60031.28516,58213.29688,58332.26172,50361731222
2021-03-21 00:00:00+00:00,57523.42188,57523.42188,58767.89844,56005.61719,58309.91406,51943414539
2021-03-22 00:00:00+00:00,54529.14453,54529.14453,58471.48047,54288.15625,57517.89063,56521454974
2021-03-23 00:00:00+00:00,54738.94531,54738.94531,55985.44141,53470.69531,54511.66016,56435023914
2021-03-24 00:00:00+00:00,52774.26563,52774.26563,57262.38281,52514.33203,54710.48828,70567223787
2021-03-25 00:00:00+00:00,51704.16016,51704.16016,53392.38672,50856.57031,52726.74609,67999812841
2021-03-26 00:00:00+00:00,55137.3125,55137.3125,55137.3125,51579.85547,51683.01172,56652197978
2021-03-27 00:00:00+00:00,55973.51172,55973.51172,56568.21484,54242.91016,55137.56641,47266542233
2021-03-28 00:00:00+00:00,55950.74609,55950.74609,56610.3125,55071.11328,55974.94141,47686580918
2021-03-29 00:00:00+00:00,57750.19922,57750.19922,58342.09766,55139.33984,55947.89844,57625587027
2021-03-30 00:00:00+00:00,58917.69141,58917.69141,59447.22266,57251.55078,57750.13281,54414116432
2021-03-31 00:00:00+00:00,58918.83203,58918.83203,59930.02734,57726.41797,58930.27734,65520826225
2021-04-01 00:00:00+00:00,59095.80859,59095.80859,59586.07031,58505.27734,58926.5625,61669163792
2021-04-02 00:00:00+00:00,59384.3125,59384.3125,60267.1875,58869.28125,59098.87891,58727860620
2021-04-03 00:00:00+00:00,57603.89063,57603.89063,60110.26953,57603.89063,59397.41016,59641344484
2021-04-04 00:00:00+00:00,58758.55469,58758.55469,58913.74609,57168.67578,57604.83984,50749662970
2021-04-05 00:00:00+00:00,59057.87891,59057.87891,59891.29688,57694.82422,58760.875,60706272115
2021-04-06 00:00:00+00:00,58192.35938,58192.35938,59479.57813,57646.80859,59171.93359,66058027988
2021-04-07 00:00:00+00:00,56048.9375,56048.9375,58731.14453,55604.02344,58186.50781,75645303584
2021-04-08 00:00:00+00:00,58323.95313,58323.95313,58338.73828,55879.08594,56099.91406,53053855641
2021-04-09 00:00:00+00:00,58245.00391,58245.00391,58937.04688,57807.86328,58326.5625,46655208546
2021-04-10 00:00:00+00:00,59793.23438,59793.23438,61276.66406,58038.70703,58253.77734,58238470525
2021-04-11 00:00:00+00:00,60204.96484,60204.96484,60790.55469,59289.79688,59846.23047,46280252580
2021-04-12 00:00:00+00:00,59893.45313,59893.45313,61253.03516,59589.875,60175.94531,51828688519
2021-04-13 00:00:00+00:00,63503.45703,63503.45703,63742.28516,59869.95703,59890.01953,69983454362
2021-04-14 00:00:00+00:00,63109.69531,63109.69531,64863.09766,61554.79688,63523.75391,77451779687
2021-04-15 00:00:00+00:00,63314.01172,63314.01172,63821.67188,62208.96484,63075.19531,60954381579
2021-04-16 00:00:00+00:00,61572.78906,61572.78906,63594.72266,60222.53125,63258.50391,84293007468
2021-04-17 00:00:00+00:00,60683.82031,60683.82031,62572.17578,60361.35156,61529.92188,66138759198
2021-04-18 00:00:00+00:00,56216.18359,56216.18359,61057.45703,52829.53516,60701.88672,97468872758
2021-04-19 00:00:00+00:00,55724.26563,55724.26563,57520.05469,54368.59375,56191.58594,65344865159
2021-04-20 00:00:00+00:00,56473.03125,56473.03125,57062.14844,53448.04688,55681.79297,67849323955
2021-04-21 00:00:00+00:00,53906.08984,53906.08984,56757.97266,53695.46875,56471.12891,54926612466
2021-04-22 00:00:00+00:00,51762.27344,51762.27344,55410.23047,50583.8125,53857.10547,74798630778
2021-04-23 00:00:00+00:00,51093.65234,51093.65234,52120.79297,47714.66406,51739.80859,86668667320
2021-04-24 00:00:00+00:00,50050.86719,50050.86719,51167.5625,48805.28516,51143.22656,49014494781
2021-04-25 00:00:00+00:00,49004.25391,49004.25391,50506.01953,47159.48438,50052.83203,46117114240
2021-04-26 00:00:00+00:00,54021.75391,54021.75391,54288.00391,48852.79688,49077.79297,58284039825
2021-04-27 00:00:00+00:00,55033.11719,55033.11719,55416.96484,53319.1875,54030.30469,49448222757
2021-04-28 00:00:00+00:00,54824.70313,54824.70313,56227.20703,53887.91797,55036.63672,48000572955
2021-04-29 00:00:00+00:00,53555.10938,53555.10938,55115.84375,52418.02734,54858.08984,46088929780
2021-04-30 00:00:00+00:00,57750.17578,57750.17578,57900.71875,53129.60156,53568.66406,52395931985
2021-05-01 00:00:00+00:00,57828.05078,57828.05078,58448.33984,57052.27344,57714.66406,42836427360
2021-05-02 00:00:00+00:00,56631.07813,56631.07813,57902.59375,56141.90625,57825.86328,38177405335
2021-05-03 00:00:00+00:00,57200.29297,57200.29297,58973.30859,56590.87109,56620.27344,51713139031
2021-05-04 00:00:00+00:00,53333.53906,53333.53906,57214.17969,53191.42578,57214.17969,68564706967
2021-05-05 00:00:00+00:00,57424.00781,57424.00781,57911.36328,52969.05469,53252.16406,69241316747
2021-05-06 00:00:00+00:00,56396.51563,56396.51563,58363.31641,55382.50781,57441.30859,69523285106
2021-05-07 00:00:00+00:00,57356.40234,57356.40234,58606.63281,55321.84766,56413.95313,68434023376
2021-05-08 00:00:00+00:00,58803.77734,58803.77734,59464.61328,56975.21094,57352.76563,65382980634
2021-05-09 00:00:00+00:00,58232.31641,58232.31641,59210.88281,56482.00391,58877.39063,65906690347
2021-05-10 00:00:00+00:00,55859.79688,55859.79688,59519.35547,54071.45703,58250.87109,71776546298
2021-05-11 00:00:00+00:00,56704.57422,56704.57422,56872.54297,54608.65234,55847.24219,61308396325
2021-05-12 00:00:00+00:00,49150.53516,49150.53516,57939.36328,49150.53516,56714.53125,75215403907
2021-05-13 00:00:00+00:00,49716.19141,49716.19141,51330.84375,46980.01953,49735.43359,96721152926
2021-05-14 00:00:00+00:00,49880.53516,49880.53516,51438.11719,48868.57813,49682.98047,55737497453
2021-05-15 00:00:00+00:00,46760.1875,46760.1875,50639.66406,46664.14063,49855.49609,59161047474
2021-05-16 00:00:00+00:00,46456.05859,46456.05859,49720.04297,43963.35156,46716.63672,64047871555
2021-05-17 00:00:00+00:00,43537.51172,43537.51172,46623.55859,42207.28906,46415.89844,74903638450
2021-05-18 00:00:00+00:00,42909.40234,42909.40234,45812.45703,42367.83203,43488.05859,56187365084
2021-05-19 00:00:00+00:00,37002.44141,37002.44141,43546.11719,30681.49609,42944.97656,1.26358E+11
2021-05-20 00:00:00+00:00,40782.73828,40782.73828,42462.98438,35050.61719,36753.66797,88281943359
2021-05-21 00:00:00+00:00,37304.69141,37304.69141,42172.17188,33616.45313,40596.94922,82051616861
2021-05-22 00:00:00+00:00,37536.63281,37536.63281,38831.05469,35383.68359,37371.03125,57377273240
2021-05-23 00:00:00+00:00,34770.58203,34770.58203,38289.21875,31227.33984,37531.44922,78469274361
2021-05-24 00:00:00+00:00,38705.98047,38705.98047,39835.14063,34551.08203,34700.36328,67359584098
2021-05-25 00:00:00+00:00,38402.22266,38402.22266,39776.35156,36581.42969,38795.78125,56211915803
2021-05-26 00:00:00+00:00,39294.19922,39294.19922,40782.07813,37905.83594,38392.625,51346735160
2021-05-27 00:00:00+00:00,38436.96875,38436.96875,40379.61719,37247.90234,39316.89063,43210968721
2021-05-28 00:00:00+00:00,35697.60547,35697.60547,38856.96875,34779.03906,38507.08203,55200191952
2021-05-29 00:00:00+00:00,34616.06641,34616.06641,37234.5,33693.92969,35684.15625,45231013335
2021-05-30 00:00:00+00:00,35678.12891,35678.12891,36400.66797,33520.73828,34607.40625,31646080921
2021-05-31 00:00:00+00:00,37332.85547,37332.85547,37468.25,34241.94531,35658.59375,39009847639
2021-06-01 00:00:00+00:00,36684.92578,36684.92578,37896.73438,35787.08594,37293.79297,34639423297
2021-06-02 00:00:00+00:00,37575.17969,37575.17969,38231.33984,35966.30859,36699.92188,33070867190
2021-06-03 00:00:00+00:00,39208.76563,39208.76563,39478.95313,37243.97266,37599.41016,35460750427
2021-06-04 00:00:00+00:00,36894.40625,36894.40625,39242.48438,35717.72266,39242.48438,41831090187
2021-06-05 00:00:00+00:00,35551.95703,35551.95703,37917.71484,34900.41406,36880.15625,35959473399
2021-06-06 00:00:00+00:00,35862.37891,35862.37891,36436.42188,35304.57813,35538.60938,28913440585
2021-06-07 00:00:00+00:00,33560.70703,33560.70703,36790.57031,33480.64063,35835.26563,33683936663
2021-06-08 00:00:00+00:00,33472.63281,33472.63281,34017.38672,31114.44336,33589.51953,49902050442
2021-06-09 00:00:00+00:00,37345.12109,37345.12109,37537.37109,32475.86523,33416.97656,53972919008
2021-06-10 00:00:00+00:00,36702.59766,36702.59766,38334.32422,35847.59375,37389.51563,43576032854
2021-06-11 00:00:00+00:00,37334.39844,37334.39844,37608.69531,36044.44922,36697.03125,38699736985
2021-06-12 00:00:00+00:00,35552.51563,35552.51563,37408.92578,34728.19141,37340.14453,37924228550
2021-06-13 00:00:00+00:00,39097.85938,39097.85938,39322.78125,34864.10938,35555.78906,40669112838
2021-06-14 00:00:00+00:00,40218.47656,40218.47656,40978.36328,38757.28516,39016.96875,43148914673
2021-06-15 00:00:00+00:00,40406.26953,40406.26953,41295.26953,39609.46875,40427.16797,46420149185
2021-06-16 00:00:00+00:00,38347.0625,38347.0625,40516.77734,38176.03516,40168.69141,39211635100
2021-06-17 00:00:00+00:00,38053.50391,38053.50391,39513.67188,37439.67578,38341.42188,37096670047
2021-06-18 00:00:00+00:00,35787.24609,35787.24609,38187.26172,35255.85547,38099.47656,36200887275
2021-06-19 00:00:00+00:00,35615.87109,35615.87109,36457.79688,34933.0625,35854.52734,31207279719
2021-06-20 00:00:00+00:00,35698.29688,35698.29688,36059.48438,33432.07422,35563.14063,36664034054
2021-06-21 00:00:00+00:00,31676.69336,31676.69336,35721.64063,31295.93555,35641.14453,52809038594
2021-06-22 00:00:00+00:00,32505.66016,32505.66016,33292.45313,28893.62109,31622.37695,58964353058
2021-06-23 00:00:00+00:00,33723.02734,33723.02734,34753.41016,31772.63281,32515.71484,46317108925
2021-06-24 00:00:00+00:00,34662.4375,34662.4375,35228.85156,32385.21484,33682.80078,33123368116
2021-06-25 00:00:00+00:00,31637.7793,31637.7793,35487.24609,31350.88477,34659.10547,40230904226
2021-06-26 00:00:00+00:00,32186.27734,32186.27734,32637.58789,30184.50195,31594.66406,38585385521
2021-06-27 00:00:00+00:00,34649.64453,34649.64453,34656.12891,32071.75781,32287.52344,35511640894
2021-06-28 00:00:00+00:00,34434.33594,34434.33594,35219.89063,33902.07422,34679.12109,33892523752
2021-06-29 00:00:00+00:00,35867.77734,35867.77734,36542.10938,34252.48438,34475.55859,37901460044
2021-06-30 00:00:00+00:00,35040.83594,35040.83594,36074.75781,34086.15234,35908.38672,34059036099
2021-07-01 00:00:00+00:00,33572.11719,33572.11719,35035.98438,32883.78125,35035.98438,37838957079
2021-07-02 00:00:00+00:00,33897.04688,33897.04688,33939.58984,32770.67969,33549.60156,38728974942
2021-07-03 00:00:00+00:00,34668.54688,34668.54688,34909.26172,33402.69531,33854.42188,24383958643
2021-07-04 00:00:00+00:00,35287.78125,35287.78125,35937.56641,34396.47656,34665.56641,24924307911
2021-07-05 00:00:00+00:00,33746.00391,33746.00391,35284.34375,33213.66016,35284.34375,26721554282
2021-07-06 00:00:00+00:00,34235.19531,34235.19531,35038.53516,33599.91797,33723.50781,26501259870
2021-07-07 00:00:00+00:00,33855.32813,33855.32813,34997.66406,33839.28906,34225.67969,24796027477
2021-07-08 00:00:00+00:00,32877.37109,32877.37109,33907.90625,32133.18359,33889.60547,29910396946
2021-07-09 00:00:00+00:00,33798.01172,33798.01172,34042.29297,32318.88086,32861.67188,27436021028
2021-07-10 00:00:00+00:00,33520.51953,33520.51953,34209.07031,33116.01172,33811.24219,22971873468
2021-07-11 00:00:00+00:00,34240.1875,34240.1875,34584.70313,33346.73828,33509.07813,20108729370
2021-07-12 00:00:00+00:00,33155.84766,33155.84766,34592.15625,32697.30859,34254.01563,24321499537
2021-07-13 00:00:00+00:00,32702.02539,32702.02539,33327.10156,32261.41992,33125.46875,19120856669
2021-07-14 00:00:00+00:00,32822.34766,32822.34766,33061.39844,31639.125,32723.8457,21376531210
2021-07-15 00:00:00+00:00,31780.73047,31780.73047,33159.64063,31175.70898,32827.875,21300524237
2021-07-16 00:00:00+00:00,31421.53906,31421.53906,32218.40625,31100.67383,31841.55078,23699476918
2021-07-17 00:00:00+00:00,31533.06836,31533.06836,31935.94531,31223.99023,31397.30859,18895018942
2021-07-18 00:00:00+00:00,31796.81055,31796.81055,32398.99609,31215.49219,31533.88477,18787986667
2021-07-19 00:00:00+00:00,30817.83203,30817.83203,31885.85938,30563.73438,31800.01172,20434789545
2021-07-20 00:00:00+00:00,29807.34766,29807.34766,31006.1875,29360.95508,30838.28516,23148267245
2021-07-21 00:00:00+00:00,32110.69336,32110.69336,32752.32617,29526.18359,29796.28516,28203024559
2021-07-22 00:00:00+00:00,32313.10547,32313.10547,32576.40039,31745.29883,32138.87305,19555230518
2021-07-23 00:00:00+00:00,33581.55078,33581.55078,33581.55078,32057.89258,32305.95898,22552046192
2021-07-24 00:00:00+00:00,34292.44531,34292.44531,34490.39063,33424.85938,33593.73047,21664706865
2021-07-25 00:00:00+00:00,35350.1875,35350.1875,35364.92578,33881.83594,34290.29297,20856685287
2021-07-26 00:00:00+00:00,37337.53516,37337.53516,40499.67578,35287.3125,35384.03125,51022126212
2021-07-27 00:00:00+00:00,39406.94141,39406.94141,39406.94141,36441.72656,37276.03516,35097370560
2021-07-28 00:00:00+00:00,39995.90625,39995.90625,40816.07031,38862.4375,39503.1875,38702404695
2021-07-29 00:00:00+00:00,40008.42188,40008.42188,40593.07031,39352.05859,39995.45313,27167146027
2021-07-30 00:00:00+00:00,42235.54688,42235.54688,42235.54688,38397.35547,40027.48438,33072782960
2021-07-31 00:00:00+00:00,41626.19531,41626.19531,42231.44922,41110.83203,42196.30469,25802845343
2021-08-01 00:00:00+00:00,39974.89453,39974.89453,42541.67969,39540.94141,41460.84375,26688438115
2021-08-02 00:00:00+00:00,39201.94531,39201.94531,40419.17969,38746.34766,39907.26172,25595265436
2021-08-03 00:00:00+00:00,38152.98047,38152.98047,39750.03125,37782.05078,39178.40234,26189830450
2021-08-04 00:00:00+00:00,39747.50391,39747.50391,39952.29688,37589.16406,38213.33203,25372562724
2021-08-05 00:00:00+00:00,40869.55469,40869.55469,41341.93359,37458.00391,39744.51563,35185031017
2021-08-06 00:00:00+00:00,42816.5,42816.5,43271.66016,39932.17969,40865.86719,38226483046
2021-08-07 00:00:00+00:00,44555.80078,44555.80078,44689.85938,42618.56641,42832.79688,40030862141
2021-08-08 00:00:00+00:00,43798.11719,43798.11719,45282.35156,43331.91016,44574.4375,36302664750
2021-08-09 00:00:00+00:00,46365.40234,46365.40234,46456.83203,42848.6875,43791.92578,38734079049
2021-08-10 00:00:00+00:00,45585.03125,45585.03125,46637.98828,44705.55469,46280.84766,33546019517
2021-08-11 00:00:00+00:00,45593.63672,45593.63672,46735.63281,45351.71094,45599.70313,34319709073
2021-08-12 00:00:00+00:00,44428.28906,44428.28906,46228.91016,43861.44531,45576.87891,33723620826
2021-08-13 00:00:00+00:00,47793.32031,47793.32031,47831.97656,44282.41797,44439.69141,31744259539
2021-08-14 00:00:00+00:00,47096.94531,47096.94531,48098.68359,46177.63281,47810.6875,31211354442
2021-08-15 00:00:00+00:00,47047.00391,47047.00391,47357.10547,45579.58984,47096.66797,30988958446
2021-08-16 00:00:00+00:00,46004.48438,46004.48438,47998.09766,45700.32031,47019.96094,32776876610
2021-08-17 00:00:00+00:00,44695.35938,44695.35938,47139.57031,44512.41797,45936.45703,33451362600
2021-08-18 00:00:00+00:00,44801.1875,44801.1875,45952.0625,44364.02734,44686.75,32194123075
2021-08-19 00:00:00+00:00,46717.57813,46717.57813,46970.76172,43998.31641,44741.88281,37204312299
2021-08-20 00:00:00+00:00,49339.17578,49339.17578,49342.15234,46650.70703,46723.12109,34706867452
2021-08-21 00:00:00+00:00,48905.49219,48905.49219,49717.01953,48312.19922,49327.07422,40585205312
2021-08-22 00:00:00+00:00,49321.65234,49321.65234,49471.60938,48199.94141,48869.10547,25370975378
2021-08-23 00:00:00+00:00,49546.14844,49546.14844,50482.07813,49074.60547,49291.67578,34305053719
2021-08-24 00:00:00+00:00,47706.11719,47706.11719,49878.76953,47687.11719,49562.34766,35361168834
2021-08-25 00:00:00+00:00,48960.78906,48960.78906,49202.87891,47163.61328,47727.25781,32646349931
2021-08-26 00:00:00+00:00,46942.21875,46942.21875,49347.58203,46405.78125,49002.64063,32666549568
2021-08-27 00:00:00+00:00,49058.66797,49058.66797,49112.78516,46394.28125,46894.55469,34511076995
2021-08-28 00:00:00+00:00,48902.40234,48902.40234,49283.50391,48499.23828,49072.58594,28568103401
2021-08-29 00:00:00+00:00,48829.83203,48829.83203,49644.11328,47925.85547,48911.25,25889650240
2021-08-30 00:00:00+00:00,47054.98438,47054.98438,48925.60547,46950.27344,48834.85156,31847007016
2021-08-31 00:00:00+00:00,47166.6875,47166.6875,48189.55078,46750.09375,47024.33984,34730363427
2021-09-01 00:00:00+00:00,48847.02734,48847.02734,49111.08984,46562.4375,47099.77344,39139399125
2021-09-02 00:00:00+00:00,49327.72266,49327.72266,50343.42188,48652.32031,48807.84766,39508070319
2021-09-03 00:00:00+00:00,50025.375,50025.375,50982.27344,48386.08594,49288.25,43206179619
2021-09-04 00:00:00+00:00,49944.625,49944.625,50545.58203,49548.78125,50009.32422,37471327794
2021-09-05 00:00:00+00:00,51753.41016,51753.41016,51868.67969,49538.59766,49937.85938,30322676319
2021-09-06 00:00:00+00:00,52633.53516,52633.53516,52700.94141,51053.67969,51769.00391,38884105426
2021-09-07 00:00:00+00:00,46811.12891,46811.12891,52853.76563,43285.20703,52660.48047,65210059683
2021-09-08 00:00:00+00:00,46091.39063,46091.39063,47334.05469,44561.39453,46827.76172,49007762488
2021-09-09 00:00:00+00:00,46391.42188,46391.42188,47261.94922,45669.73828,45774.74219,38672657013
2021-09-10 00:00:00+00:00,44883.91016,44883.91016,47031.74219,44344.48438,46396.66406,39154666597
2021-09-11 00:00:00+00:00,45201.45703,45201.45703,45969.29297,44818.26563,44869.83984,34499835245
2021-09-12 00:00:00+00:00,46063.26953,46063.26953,46364.87891,44790.46094,45206.62891,27881980161
2021-09-13 00:00:00+00:00,44963.07422,44963.07422,46598.67969,43591.32031,46057.21484,40969943253
2021-09-14 00:00:00+00:00,47092.49219,47092.49219,47218.125,44752.33203,44960.05078,38652152880
2021-09-15 00:00:00+00:00,48176.34766,48176.34766,48450.46875,46773.32813,47098,30484496466
2021-09-16 00:00:00+00:00,47783.35938,47783.35938,48486.82813,47079.55859,48158.90625,31764293754
2021-09-17 00:00:00+00:00,47267.51953,47267.51953,48160.92188,46832.52344,47771.00391,28727713711
2021-09-18 00:00:00+00:00,48278.36328,48278.36328,48791.78125,47087.28516,47273.52734,28575630451
2021-09-19 00:00:00+00:00,47260.21875,47260.21875,48328.36719,46919.80469,48268.85547,26967722648
2021-09-20 00:00:00+00:00,42843.80078,42843.80078,47328.19922,42598.91406,47261.40625,43909845642
2021-09-21 00:00:00+00:00,40693.67578,40693.67578,43607.60938,39787.60938,43012.23438,48701090088
2021-09-22 00:00:00+00:00,43574.50781,43574.50781,43978.62109,40625.63281,40677.95313,38139709246
2021-09-23 00:00:00+00:00,44895.09766,44895.09766,44942.17578,43109.33984,43560.29688,34244064430
2021-09-24 00:00:00+00:00,42839.75,42839.75,45080.49219,40936.55859,44894.30078,42839345714
2021-09-25 00:00:00+00:00,42716.59375,42716.59375,42996.25781,41759.92188,42840.89063,31604717236
